official_symbol,aka
RARB,RRB2
RARB,NR1B2
RARB,MCOPS12
RARB,RARbeta1
RARG,RARC
RARG,NR1B3
RAX,RX
RAX,MCOP3
RAX2,QRX
RAX2,ARMD6
RAX2,RAXL1
RAX2,CORD11
RBAK,ZNF769
RBCK1,XAP3
RBCK1,XAP4
RBCK1,HOIL1
RBCK1,PBMEI
RBCK1,PGBM1
RBCK1,RBCK2
RBCK1,RNF54
RBCK1,HOIL-1
RBCK1,ZRANB4
RBCK1,C20orf18
RBCK1,UBCE7IP3
RBPJ,SUH
RBPJ,csl
RBPJ,AOS3
RBPJ,CBF1
RBPJ,KBF2
RBPJ,CBF-1
RBPJ,RBP-J
RBPJ,RBPJK
RBPJ,IGKJRB
RBPJ,RBP-JK
RBPJ,RBPSUH
RBPJ,IGKJRB1
RBPJ,RBP-J kappa
RBPJL,RBPL
RBPJL,SUHL
RBPJL,RBPSUHL
RBSN,ZFYVE20
RBSN,Rabenosyn-5
REL,C-Rel
REL,HIVEN86A
RELA,p65
RELA,CMCU
RELA,NFKB3
RELB,IREL
RELB,I-REL
RELB,IMD53
RELB,REL-B
REPIN1,AP4
REPIN1,RIP60
REPIN1,ZNF464
REPIN1,Zfp464
REST,WT6
REST,XBR
REST,HGF5
REST,NRSF
REST,DFNA27
REST,GINGF5
REXO4,REX4
REXO4,XPMC2
REXO4,XPMC2H
RFX1,EFC
RFX1,RFX
RFX4,NYD-SP10
RFX6,MTFS
RFX6,MTCHRS
RFX6,RFXDC1
RFX6,dJ955L16.1
RFX7,RFXDC2
RHOXF1,OTEX
RHOXF1,PEPP1
RHOXF2,THG1
RHOXF2,CT107
RHOXF2,PEPP2
RHOXF2,PEPP-2
RLF,ZN-15L
RLF,ZNF292L
RORA,ROR1
RORA,ROR2
RORA,ROR3
RORA,RZRA
RORA,NR1F1
RORA,IDDECA
RORA,RZR-ALPHA
RORB,RZRB
RORB,EIG15
RORB,NR1F2
RORB,ROR-BETA
RORB,RZR-BETA
RORB,bA133M9.1
RORC,TOR
RORC,RORG
RORC,RZRG
RORC,IMD42
RORC,NR1F3
RORC,RZR-GAMMA
RREB1,HNT
RREB1,FINB
RREB1,LZ321
RREB1,Zep-1
RREB1,RREB-1
RUNX1,AML1
RUNX1,CBFA2
RUNX1,EVI-1
RUNX1,AMLCR1
RUNX1,PEBP2aB
RUNX1,CBF2alpha
RUNX1,AML1-EVI-1
RUNX1,PEBP2alpha
RUNX2,CCD
RUNX2,AML3
RUNX2,CCD1
RUNX2,CLCD
RUNX2,OSF2
RUNX2,CBFA1
RUNX2,OSF-2
RUNX2,PEA2aA
RUNX2,PEBP2aA
RUNX2,CBF-alpha-1
RUNX3,AML2
RUNX3,CBFA3
RUNX3,PEBP2aC
RXRA,NR2B1
RXRB,NR2B2
RXRB,DAUDI6
RXRB,RCoR-1
RXRB,H-2RIIBP
RXRG,RXRC
RXRG,NR2B3
SAFB,HAP
SAFB,HET
SAFB,SAF-B
SAFB,SAFB1
SAFB,SAB-B1
SAFB,SAF-B1
SALL1,TBS
SALL1,HSAL1
SALL1,Sal-1
SALL1,ZNF794
SALL1,HEL-S-89
SALL2,COLB
SALL2,HSAL2
SALL2,Sal-2
SALL2,ZNF795
SALL2,p150(Sal2)
SALL3,ZNF796
SALL4,DRRS
SALL4,IVIC
SALL4,HSAL4
SALL4,ZNF797
SATB1,DEFDA
SATB1,KTZSL
SATB2,GLSS
SCMH1,Scml3
SCML4,dJ47M23.1
SCRT1,SCRT
SCRT1,ZNF898
SCRT2,ZNF898B
SCX,SCXA
SCX,SCXB
SCX,bHLHa48
SEBOX,OG9
SEBOX,OG-9
SEBOX,OG9X
SETBP1,SEB
SETBP1,MRD29
SETDB1,ESET
SETDB1,KG1T
SETDB1,KMT1E
SETDB1,TDRD21
SETDB1,H3-K9-HMTase4
SETDB2,CLLD8
SETDB2,CLLL8
SETDB2,KMT1F
SETDB2,C13orf4
SGSM2,RUTBC1
SHOX,SS
SHOX,GCFX
SHOX,PHOG
SHOX,SHOXY
SHOX2,OG12
SHOX2,SHOT
SHOX2,OG12X
SIM1,bHLHe14
SIM2,SIM
SIM2,bHLHe15
SIM2,HMC13F06
SIM2,HMC29C01
SIX1,BOS3
SIX1,TIP39
SIX1,DFNA23
SIX3,HPE2
SIX4,AREC3
SIX5,BOR2
SIX5,DMAHP
SIX6,Six9
SIX6,ODRMD
SIX6,OPTX2
SIX6,MCOPCT2
SKI,SGS
SKI,SKV
SKIL,SNO
SKIL,SnoA
SKIL,SnoI
SKIL,SnoN
SKOR1,CORL1
SKOR1,LBXCOR1
SKOR1,FUSSEL15
SKOR2,CORL2
SKOR2,CH18515
SKOR2,FUSSEL18
SLC2A4RG,GEF
SLC2A4RG,HDBP1
SLC2A4RG,HDBP-1
SLC2A4RG,Si-1-2
SLC2A4RG,Si-1-2-19
SMAD1,BSP1
SMAD1,JV41
SMAD1,BSP-1
SMAD1,JV4-1
SMAD1,MADH1
SMAD1,MADR1
SMAD3,LDS3
SMAD3,LDS1C
SMAD3,MADH3
SMAD3,JV15-2
SMAD3,HSPC193
SMAD3,HsT17436
SMAD4,JIP
SMAD4,DPC4
SMAD4,MADH4
SMAD4,MYHRS
SMAD5,DWFC
SMAD5,JV5-1
SMAD5,MADH5
SMAD9,PPH2
SMAD9,MADH6
SMAD9,MADH9
SMAD9,SMAD8
SMAD9,SMAD8A
SMAD9,SMAD8B
SMAD9,SMAD8/9
SMYD3,KMT3E
SMYD3,ZMYND1
SMYD3,ZNFN3A1
SMYD3,bA74P14.1
SNAI1,SNA
SNAI1,SNAH
SNAI1,SNAIL
SNAI1,SLUGH2
SNAI1,SNAIL1
SNAI1,dJ710H13.1
SNAI2,SLUG
SNAI2,WS2D
SNAI2,SLUGH
SNAI2,SLUGH1
SNAI2,SNAIL2
SNAI3,SMUC
SNAI3,SNAIL3
SNAI3,ZNF293
SNAI3,Zfp293
SNAPC2,SNAP45
SNAPC2,PTFDELTA
SNAPC4,SNAP190
SNAPC4,PTFalpha
SNAPC5,SNAP19
SOHLH1,ODG5
SOHLH1,TEB2
SOHLH1,NOHLH
SOHLH1,SPGF32
SOHLH1,SPATA27
SOHLH1,bHLHe80
SOHLH1,C9orf157
SOHLH1,bA100C15.3
SOHLH2,TEB1
SOHLH2,SOSF2
SOHLH2,SPATA28
SOHLH2,bHLHe81
SON,SON3
SON,BASS1
SON,DBP-5
SON,NREBP
SON,TOKIMS
SON,C21orf50
SOX2,ANOP3
SOX2,MCOPS3
SOX3,PHP
SOX3,GHDX
SOX3,MRGH
SOX3,PHPX
SOX3,SOXB
SOX4,CSS10
SOX4,EVI16
SOX5,L-SOX5
SOX5,LAMSHF
SOX5,L-SOX5B
SOX5,L-SOX5F
SOX6,SOXD
SOX6,HSSOX6
SOX6,TOLCAS
SOX9,CMD1
SOX9,SRA1
SOX9,CMPD1
SOX9,SRXX2
SOX9,SRXY10
SOX10,DOM
SOX10,WS4
SOX10,PCWH
SOX10,WS2E
SOX10,WS4C
SOX10,SOX-10
SOX11,CSS9
SOX11,MRD27
SOX12,SOX22
SOX13,ICA12
SOX13,Sox-13
SOX14,SOX28
SOX15,SOX20
SOX15,SOX26
SOX15,SOX27
SOX17,VUR3
SOX18,HLTS
SOX18,HLTRS
SOX21,SOX25
SP3,SPR2
SP4,HF1B
SP4,SPR-1
SP6,EPFN
SP6,KLF14
SP6,EPIPROFIN
SP7,OSX
SP7,OI11
SP7,OI12
SP7,osterix
SP8,BTD
SP9,ZNF990
SP100,lysp100b
SP110,IPR1
SP110,VODI
SP110,IFI41
SP110,IFI75
SP140,LYSP100
SP140,LYSP100-A
SP140,LYSP100-B
SPDEF,PDEF
SPDEF,bA375E1.3
SPEN,MINT
SPEN,SHARP
SPEN,RATARS
SPEN,RBM15C
SPEN,HIAA0929
SPI1,OF
SPI1,PU.1
SPI1,SFPI1
SPI1,SPI-1
SPI1,SPI-A
SPIB,SPI-B
SPIC,SPI-C
SPZ1,CILD38
SPZ1,NYD-TSP1
SPZ1,PPP1R148
SRCAP,EAF1
SRCAP,FLHS
SRCAP,SWR1
SRCAP,DOMO1
SREBF1,HMD
SREBF1,IFAP2
SREBF1,SREBP1
SREBF1,bHLHd1
SREBF2,SREBP2
SREBF2,bHLHd2
SREBF2,SREBP-2
SRF,MCM1
SRY,TDF
SRY,TDY
SRY,SRXX1
SRY,SRXY1
ST18,NZF3
ST18,NZF-3
ST18,ZNF387
ST18,ZC2H2C3
ST18,ZC2HC10
STAT1,CANDF7
STAT1,IMD31A
STAT1,IMD31B
STAT1,IMD31C
STAT1,ISGF-3
STAT1,STAT91
STAT2,P113
STAT2,IMD44
STAT2,ISGF-3
STAT2,PTORCH3
STAT2,STAT113
STAT3,APRF
STAT3,HIES
STAT3,ADMIO
STAT3,ADMIO1
STAT4,SLEB11
STAT5A,MGF
STAT5A,STAT5
STAT5B,STAT5
STAT5B,GHISID2
STAT6,STAT6B
STAT6,STAT6C
STAT6,D12S1644
STAT6,IL-4-STAT
TAL1,SCL
TAL1,TCL5
TAL1,tal-1
TAL1,bHLHa17
TBP,HDL4
TBP,GTF2D
TBP,SCA17
TBP,TFIID
TBP,GTF2D1
TBPL1,TLF
TBPL1,TLP
TBPL1,STUD
TBPL1,TRF2
TBPL1,MGC:8389
TBPL1,MGC:9620
TBPL2,TBP2
TBPL2,TRF3
TBR1,IDDAS
TBR1,TBR-1
TBR1,TES-56
TBX1,DGS
TBX1,TGA
TBX1,VCF
TBX1,CAFS
TBX1,CTHM
TBX1,DGCR
TBX1,DORV
TBX1,VCFS
TBX1,TBX1C
TBX1,CATCH22
TBX2,VETD
TBX3,UMS
TBX3,XHL
TBX3,TBX3-ISO
TBX4,SPS
TBX4,ICPPS
TBX4,PAPPAS
TBX5,HOS
TBX6,SCDO5
TBX10,TBX7
TBX10,TBX13
TBX15,TBX14
TBX18,CAKUT2
TBX19,TPIT
TBX19,TBS19
TBX19,dJ747L4.1
TBX20,ASD4
TBX21,TBET
TBX21,T-PET
TBX21,T-bet
TBX21,TBLYM
TBX22,CPX
TBX22,CLPA
TBX22,TBXX
TBX22,ABERS
TBX22,dJ795G23.1
TBXT,T
TBXT,TFT
TBXT,SAVA
TCF3,E2A
TCF3,E47
TCF3,p75
TCF3,AGM8
TCF3,ITF1
TCF3,VDIR
TCF3,TCF-3
TCF3,bHLHb21
TCF4,E2-2
TCF4,ITF2
TCF4,PTHS
TCF4,SEF2
TCF4,CDG2T
TCF4,FECD3
TCF4,ITF-2
TCF4,SEF-2
TCF4,TCF-4
TCF4,SEF2-1
TCF4,SEF2-1A
TCF4,SEF2-1B
TCF4,SEF2-1D
TCF4,bHLHb19
TCF7,TCF-1
TCF7L1,TCF3
TCF7L1,TCF-3
TCF7L2,TCF4
TCF7L2,TCF-4
TCF12,HEB
TCF12,p64
TCF12,CRS3
TCF12,HTF4
TCF12,TCF-12
TCF12,bHLHb20
TCF12,HsT17266
TCF15,EC2
TCF15,PARAXIS
TCF15,bHLHa40
TCF20,AR1
TCF20,SPBP
TCF20,DDVIBA
TCF20,TCF-20
TCF21,POD1
TCF21,bHLHa23
TCF23,OUT
TCF23,TCF-23
TCF23,bHLHa24
TCF24,TCF-24
TCF24,bHLHa25
TCFL5,CHA
TCFL5,Figlb
TCFL5,SOSF1
TCFL5,E2BP-1
TCFL5,bHLHe82
TEAD1,AA
TEAD1,REF1
TEAD1,TCF13
TEAD1,TEF-1
TEAD1,NTEF-1
TEAD1,TCF-13
TEAD1,TEAD-1
TEAD2,ETF
TEAD2,TEF4
TEAD2,TEF-4
TEAD2,TEAD-2
TEAD3,TEF5
TEAD3,TEAD5
TEAD3,TEF-5
TEAD3,DTEF-1
TEAD3,ETFR-1
TEAD3,TEAD-3
TEAD4,TEF3
TEAD4,RTEF1
TEAD4,TEF-3
TEAD4,EFTR-2
TEAD4,TEFR-1
TEAD4,TCF13L1
TEAD4,hRTEF-1B
TERB1,CCDC79
TERF1,TRF
TERF1,PIN2
TERF1,TRF1
TERF1,TRBF1
TERF1,t-TRF1
TERF1,hTRF1-AS
TERF2,TRF2
TERF2,TRBF2
TET1,LCX
TET1,CXXC6
TET1,bA119F7.1
TET2,MDS
TET2,IMD75
TET2,KIAA1546
TET3,BEFAHRS
TET3,hCG_40738
TFAP2A,AP-2
TFAP2A,BOFS
TFAP2A,AP2TF
TFAP2A,TFAP2
TFAP2A,AP-2alpha
TFAP2B,PDA2
TFAP2B,AP-2B
TFAP2B,AP2-B
TFAP2B,AP-2beta
TFAP2C,ERF1
TFAP2C,TFAP2G
TFAP2C,hAP-2g
TFAP2C,AP2-GAMMA
TFAP2D,TFAP2BL1
TFAP2D,AP-2delta
TFAP2E,AP2E
TFAP2E,AP-2epsilon
TFAP4,AP-4
TFAP4,bHLHc41
TFCP2,LSF
TFCP2,SEF
TFCP2,LBP1C
TFCP2,LSF1D
TFCP2,TFCP2C
TFCP2L1,LBP9
TFCP2L1,CRTR1
TFCP2L1,LBP-9
TFDP1,DP1
TFDP1,DILC
TFDP1,Dp-1
TFDP1,DRTF1
TFDP2,DP2
TFDP3,DP4
TFDP3,CT30
TFDP3,HCA661
TFE3,TFEA
TFE3,RCCP2
TFE3,RCCX1
TFE3,bHLHe33
TFEB,TCFEB
TFEB,BHLHE35
TFEB,ALPHATFEB
TFEC,TCFEC
TFEC,TFE-C
TFEC,TFECL
TFEC,TFEC-L
TFEC,bHLHe34
TFEC,hTFEC-L
TGIF1,HPE4
TGIF1,TGIF
TGIF2LX,TGIFLX
TGIF2LY,TGIFLY
THAP1,DYT6
THAP4,PP238
THAP4,CGI-36
THAP4,Nb(III)
THAP9,hTh9
THAP11,RONIN
THAP11,CTG-B43a
THAP11,CTG-B45d
THAP11,HRIHFB2206
THAP12,DAP4
THAP12,THAP0
THAP12,PRKRIR
THAP12,P52rIPK
THRA,AR7
THRA,EAR7
THRA,ERBA
THRA,CHNG6
THRA,ERBA1
THRA,NR1A1
THRA,THRA1
THRA,THRA2
THRA,ERB-T-1
THRA,TRalpha
THRA,c-ERBA-1
THRB,GRTH
THRB,PRTH
THRB,THR1
THRB,ERBA2
THRB,NR1A2
THRB,THRB1
THRB,THRB2
THRB,TRbeta
THRB,C-ERBA-2
THRB,C-ERBA-BETA
THYN1,MY105
THYN1,THY28
THYN1,MDS012
THYN1,HSPC144
THYN1,THY28KD
TIGD1,EEYORE
TIGD2,HEL106
TIGD7,Sancho
TLX1,TCL3
TLX1,HOX11
TLX2,NCX
TLX2,HOX11L1
TLX3,RNX
TLX3,HOX11L2
TMF1,TMF
TMF1,ARA160
TOPORS,LUN
TOPORS,RP31
TOPORS,P53BP3
TOPORS,TP53BPL
TP53,P53
TP53,BCC7
TP53,LFS1
TP53,BMFS5
TP53,TRP53
TP63,AIS
TP63,KET
TP63,LMS
TP63,NBP
TP63,RHS
TP63,p40
TP63,p51
TP63,p63
TP63,EEC3
TP63,OFC8
TP63,p73H
TP63,p73L
TP63,SHFM4
TP63,TP53L
TP63,TP73L
TP63,p53CP
TP63,TP53CP
TP63,B(p51A)
TP63,B(p51B)
TP73,P73
TP73,CILD47
TPRX1,TPRX
TRAFD1,FLN29
TRERF1,RAPA
TRERF1,BCAR2
TRERF1,TREP132
TRERF1,TReP-132
TRERF1,HSA277276
TRERF1,dJ139D8.5
TRPS1,GC79
TRPS1,LGCR
TSC22D1,Ptg-2
TSC22D1,TSC22
TSC22D1,TGFB1I4
TSHZ1,CAA
TSHZ1,TSH1
TSHZ1,NY-CO-33
TSHZ1,SDCCAG33
TSHZ2,TSH2
TSHZ2,ZABC2
TSHZ2,ZNF218
TSHZ2,OVC10-2
TSHZ2,C20orf17
TSHZ3,TSH3
TSHZ3,ZNF537
TTF1,TTF-1
TTF1,TTF-I
TWIST1,CRS
TWIST1,CSO
TWIST1,SCS
TWIST1,ACS3
TWIST1,CRS1
TWIST1,BPES2
TWIST1,BPES3
TWIST1,SWCOS
TWIST1,TWIST
TWIST1,bHLHa38
TWIST2,AMS
TWIST2,FFDD3
TWIST2,BBRSAY
TWIST2,DERMO1
TWIST2,SETLSS
TWIST2,bHLHa39
UBP1,LBP1A
UBP1,LBP1B
UBP1,LBP-1B
UBP1,LBP-1a
UNCX,UNCX4.1
USF1,UEF
USF1,FCHL
USF1,MLTF
USF1,FCHL1
USF1,MLTFI
USF1,HYPLIP1
USF1,bHLHb11
USF2,FIP
USF2,bHLHb12
USF3,KIAA2018
VAX1,MCOPS11
VAX2,DRES93
VDR,NR1I1
VDR,PPP1R163
VENTX,NA88A
VENTX,HPX42B
VENTX,VENTX2
VEZF1,DB1
VEZF1,ZNF161
VSX1,PPD
VSX1,KTCN
VSX1,PPCD
VSX1,RINX
VSX1,KTCN1
VSX1,PPCD1
VSX1,CAASDS
VSX2,RET1
VSX2,CHX10
VSX2,HOX10
VSX2,MCOP2
VSX2,MCOPCB3
WIZ,ZNF803
WT1,GUD
WT1,AWT1
WT1,WAGR
WT1,WT-1
WT1,WT33
WT1,NPHS4
WT1,WIT-2
XBP1,XBP2
XBP1,TREB5
XBP1,XBP-1
XBP1,TREB-5
XPA,XP1
XPA,XPAC
YBX1,YB1
YBX1,BP-8
YBX1,CSDB
YBX1,DBPB
YBX1,YB-1
YBX1,CBF-A
YBX1,CSDA2
YBX1,EFI-A
YBX1,NSEP1
YBX1,NSEP-1
YBX1,MDR-NF1
YBX2,DBPC
YBX2,MSY2
YBX2,CSDA3
YBX2,CONTRIN
YBX3,CSDA
YBX3,DBPA
YBX3,CSDA1
YBX3,ZONAB
YY1,DELTA
YY1,NF-E1
YY1,UCRBP
YY1,GADEVS
YY1,INO80S
YY1,YIN-YANG-1
YY2,ZNF631
ZBED1,ALTE
ZBED1,DREF
ZBED1,TRAMP
ZBED1,hDREF
ZBED5,Buster1
ZBED6,MGR
ZBED9,SCAND3
ZBED9,ZNF452
ZBED9,Buster4
ZBED9,ZFP38-L
ZBED9,ZNF305P2
ZBED9,dJ1186N24.3
ZBTB1,ZNF909
ZBTB2,ZNF437
ZBTB4,ZNF903
ZBTB4,KAISO-L1
ZBTB6,ZID
ZBTB6,ZNF482
ZBTB7A,LRF
ZBTB7A,FBI1
ZBTB7A,FBI-1
ZBTB7A,TIP21
ZBTB7A,ZBTB7
ZBTB7A,ZNF857A
ZBTB7A,pokemon
ZBTB7B,CKROX
ZBTB7B,THPOK
ZBTB7B,ZFP67
ZBTB7B,ZBTB15
ZBTB7B,ZFP-67
ZBTB7B,c-KROX
ZBTB7B,hcKROX
ZBTB7B,ZNF857B
ZBTB7C,APM1
ZBTB7C,APM-1
ZBTB7C,ZBTB36
ZBTB7C,ZNF857C
ZBTB8A,BOZF1
ZBTB8A,ZBTB8
ZBTB8A,ZNF916A
ZBTB8B,ZNF916B
ZBTB9,ZNF919
ZBTB10,RINZF
ZBTB11,MRT69
ZBTB11,ZNF913
ZBTB11,ZNF-U69274
ZBTB12,G10
ZBTB12,Bat9
ZBTB12,NG35
ZBTB12,D6S59E
ZBTB12,C6orf46
ZBTB14,ZF5
ZBTB14,ZFP-5
ZBTB14,ZFP161
ZBTB14,ZNF478
ZBTB14,ZFP-161
ZBTB16,PLZF
ZBTB16,ZNF145
ZBTB17,MIZ-1
ZBTB17,ZNF60
ZBTB17,ZNF151
ZBTB17,pHZ-67
ZBTB18,RP58
ZBTB18,MRD22
ZBTB18,TAZ-1
ZBTB18,ZNF238
ZBTB18,C2H2-171
ZBTB20,HOF
ZBTB20,DPZF
ZBTB20,PRIMS
ZBTB20,ODA-8S
ZBTB20,ZNF288
ZBTB21,ZNF295
ZBTB22,fru
ZBTB22,BING1
ZBTB22,ZNF297
ZBTB22,ZBTB22A
ZBTB22,ZNF297A
ZBTB22,fruitless
ZBTB24,BIF1
ZBTB24,ICF2
ZBTB24,PATZ2
ZBTB24,ZNF450
ZBTB25,KUP
ZBTB25,ZNF46
ZBTB25,C14orf51
ZBTB26,ZNF481
ZBTB26,bioref
ZBTB32,Rog
ZBTB32,FAXF
ZBTB32,FAZF
ZBTB32,TZFP
ZBTB32,ZNF538
ZBTB33,ZNF348
ZBTB33,ZNF-kaiso
ZBTB34,ZNF918
ZBTB37,ZNF908
ZBTB37,D430004I08Rik
ZBTB38,CIBZ
ZBTB38,ZNF921
ZBTB38,PPP1R171
ZBTB39,ZNF922
ZBTB40,ZNF923
ZBTB41,FRBZ1
ZBTB41,ZNF924
ZBTB42,LCCS6
ZBTB42,ZNF925
ZBTB43,ZNF-X
ZBTB43,ZBTB22B
ZBTB43,ZNF297B
ZBTB44,BTBD15
ZBTB44,ZNF851
ZBTB44,HSPC063
ZBTB45,ZNF499
ZBTB46,BZEL
ZBTB46,BTBD4
ZBTB46,RINZF
ZBTB46,ZNF340
ZBTB46,dJ583P15.7
ZBTB46,dJ583P15.8
ZBTB47,ZNF651
ZBTB48,HKR3
ZBTB48,TZAP
ZBTB48,ZNF855
ZBTB48,pp9964
ZBTB49,ZNF509
ZC3H8,Fliz1
ZC3H8,ZC3HDC8
ZEB1,BZP
ZEB1,TCF8
ZEB1,AREB6
ZEB1,FECD6
ZEB1,NIL2A
ZEB1,PPCD3
ZEB1,ZFHEP
ZEB1,ZFHX1A
ZEB1,DELTAEF1
ZEB2,SIP1
ZEB2,SIP-1
ZEB2,ZFHX1B
ZEB2,HSPC082
ZEB2,SMADIP1
ZFAT,AITD3
ZFAT,ZFAT1
ZFAT,ZNF406
ZFHX2,ZFH5
ZFHX2,ZFH-5
ZFHX2,MARSIS
ZFHX2,ZNF409
ZFHX3,ATBT
ZFHX3,ATBF1
ZFHX3,ZFH-3
ZFHX3,ZNF927
ZFHX3,C16orf47
ZFHX4,ZFH4
ZFHX4,ZHF4
ZFP1,ZNF475
ZFP2,zfp-2
ZFP2,ZNF751
ZFP3,ZNF752
ZFP14,ZNF531
ZFP28,mkr5
ZFP30,ZNF745
ZFP37,ZNF906
ZFP37,zfp-37
ZFP41,ZNF753
ZFP41,zfp-41
ZFP42,REX1
ZFP42,REX-1
ZFP42,ZNF754
ZFP42,zfp-42
ZFP57,TNDM1
ZFP57,ZNF698
ZFP57,C6orf40
ZFP57,bA145L22
ZFP57,bA145L22.2
ZFP62,ZET
ZFP62,ZNF755
ZFP64,ZNF338
ZFP69,ZFP69A
ZFP69,ZNF642
ZFP69,ZSCAN54A
ZFP69,ZKSCAN23A
ZFP69B,ZNF643
ZFP69B,ZSCAN54B
ZFP69B,ZKSCAN23B
ZFP82,ZNF545
ZFP90,FIK
ZFP90,NK10
ZFP90,ZNF756
ZFP90,zfp-90
ZFP91,PZF
ZFP91,DSM8
ZFP91,DMS-8
ZFP91,DSM-8
ZFP91,FKSG11
ZFP91,ZFP-91
ZFP91,ZNF757
ZFP92,ZNF897
ZFPM1,FOG
ZFPM1,FOG1
ZFPM1,ZNF408
ZFPM1,ZNF89A
ZFPM1,ZC2HC11A
ZFPM2,DIH3
ZFPM2,FOG2
ZFPM2,SRXY9
ZFPM2,ZNF89B
ZFPM2,hFOG-2
ZFPM2,ZC2HC11B
ZFTA,C11orf95
ZFX,ZNF926
ZFY,ZNF911
ZGLP1,GLP1
ZGLP1,GLP-1
ZGLP1,GATAD3
ZGPAT,ZIP
ZGPAT,ZC3H9
ZGPAT,GPATC6
ZGPAT,GPATCH6
ZGPAT,ZC3HDC9
ZGPAT,KIAA1847
ZHX2,RAF
ZHX2,AFR1
ZHX3,TIX1
ZIC1,ZIC
ZIC1,CRS6
ZIC1,BAIDCS
ZIC1,ZNF201
ZIC2,HPE5
ZIC3,HTX
ZIC3,HTX1
ZIC3,ZNF203
ZIC3,VACTERLX
ZIK1,ZNF762
ZIM2,ZNF656
ZIM3,ZNF264
ZIM3,ZNF657
ZKSCAN1,KOX18
ZKSCAN1,ZNF36
ZKSCAN1,PHZ-37
ZKSCAN1,ZNF139
ZKSCAN1,ZSCAN33
ZKSCAN2,ZNF694
ZKSCAN2,ZSCAN31
ZKSCAN2,ZSCAN34
ZKSCAN3,ZF47
ZKSCAN3,Zfp47
ZKSCAN3,ZFP306
ZKSCAN3,ZNF306
ZKSCAN3,ZNF309
ZKSCAN3,zfp-47
ZKSCAN3,ZSCAN13
ZKSCAN3,ZSCAN35
ZKSCAN3,dJ874C20.1
ZKSCAN3,dJ874C20.1.
ZKSCAN4,ZNF307
ZKSCAN4,ZNF427
ZKSCAN4,ZSCAN36
ZKSCAN4,P1P373C6
ZKSCAN5,ZFP95
ZKSCAN5,ZFP-95
ZKSCAN5,ZNF914
ZKSCAN5,ZSCAN37
ZKSCAN7,ZFP
ZKSCAN7,ZNF64
ZKSCAN7,ZNF167
ZKSCAN7,ZNF448
ZKSCAN7,ZSCAN39
ZKSCAN8,LD5-1
ZKSCAN8,ZNF192
ZKSCAN8,ZSCAN40
ZNF2,A1-5
ZNF2,ZNF661
ZNF2,Zfp661
ZNF3,A8-51
ZNF3,HF.12
ZNF3,KOX25
ZNF3,PP838
ZNF3,Zfp113
ZNF7,KOX4
ZNF7,zf30
ZNF7,HF.16
ZNF8,HF.18
ZNF8,Zfp128
ZNF10,KOX1
ZNF12,KOX3
ZNF12,HZF11
ZNF12,GIOT-3
ZNF12,ZNF325
ZNF14,KOX6
ZNF14,GIOT-4
ZNF16,HZF1
ZNF16,KOX9
ZNF17,HPF3
ZNF17,KOX10
ZNF18,HDSG1
ZNF18,KOX11
ZNF18,ZNF535
ZNF18,Zfp535
ZNF18,ZKSCAN6
ZNF18,ZSCAN38
ZNF19,KOX12
ZNF20,KOX13
ZNF22,KOX15
ZNF22,HKR-T1
ZNF22,ZNF422
ZNF22,Zfp422
ZNF23,KOX16
ZNF23,ZNF359
ZNF23,ZNF612
ZNF23,Zfp612
ZNF24,KOX17
ZNF24,RSG-A
ZNF24,ZNF191
ZNF24,ZSCAN3
ZNF24,Zfp191
ZNF25,Zfp9
ZNF25,KOX19
ZNF26,KOX20
ZNF26,HEL-179
ZNF28,KOX24
ZNF30,KOX28
ZNF32,KOX30
ZNF32,ZNF637
ZNF32,Zfp637
ZNF33A,KOX2
ZNF33A,KOX5
ZNF33A,KOX31
ZNF33A,NF11A
ZNF33A,ZNF11
ZNF33A,ZNF33
ZNF33A,ZZAPK
ZNF33A,ZNF11A
ZNF33B,KOX2
ZNF33B,KOX31
ZNF33B,ZNF11B
ZNF34,KOX32
ZNF35,HF10
ZNF35,HF.10
ZNF35,Zfp105
ZNF37A,KOX21
ZNF37A,ZNF37
ZNF41,MRX89
ZNF43,HTF6
ZNF43,KOX27
ZNF43,ZNF39L1
ZNF44,ZNF
ZNF44,KOX7
ZNF44,ZNF55
ZNF44,ZNF58
ZNF44,GIOT-2
ZNF44,ZNF504
ZNF45,KOX5
ZNF45,ZNF13
ZNF48,ZNF553
ZNF57,ZNF424
ZNF66,ZNF66P
ZNF69,Cos5
ZNF69,hZNF3
ZNF70,Cos17
ZNF71,EZFIT
ZNF74,COS52
ZNF74,hZNF7
ZNF74,ZFP520
ZNF74,ZNF520
ZNF75D,D8C6
ZNF75D,ZNF75
ZNF75D,ZNF82
ZNF75D,ZSCAN28
ZNF75D,ZKSCAN24
ZNF76,ZNF523
ZNF76,Zfp523
ZNF76,D6S229E
ZNF77,pT1
ZNF79,pT7
ZNF80,pT17
ZNF81,HFZ20
ZNF81,MRX45
ZNF81,dJ54B20.6
ZNF83,HPF1
ZNF83,ZNF816B
ZNF84,HPF2
ZNF85,HPF4
ZNF85,HTF1
ZNF90,HTF9
ZNF91,HPF7
ZNF91,HTF10
ZNF92,TF12
ZNF92,HPF12
ZNF92,HTF12
ZNF92,HEL-203
ZNF93,TF34
ZNF93,HPF34
ZNF93,HTF34
ZNF93,ZNF505
ZNF98,F7175
ZNF98,ZNF739
ZNF99,F8281
ZNF99,C19orf9
ZNF101,HZF12
